id,comment,position,stakeholder,channel
496,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 42）,条件付き賛成,地域団体,説明会
497,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 42）,反対,子育て団体,Webフォーム
498,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 42）,反対,自治会,紙提出
499,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 42）,条件付き賛成,高齢者団体,説明会
500,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 42）,条件付き賛成,支援団体,Webフォーム
501,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 42）,説明不足,一般利用者,Webフォーム
502,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 42）,説明不足,市民団体,紙提出
503,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 42）,手続き懸念,地域団体,説明会
504,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 42）,代替案提案,一般利用者,Webフォーム
505,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 43）,条件付き賛成,一般利用者,Webフォーム
506,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 43）,賛成,一般利用者,紙提出
507,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 43）,反対,市民団体,Webフォーム
508,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 43）,条件付き賛成,地域団体,説明会
509,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 43）,反対,子育て団体,Webフォーム
510,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 43）,反対,自治会,紙提出
511,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 43）,条件付き賛成,高齢者団体,説明会
512,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 43）,条件付き賛成,支援団体,Webフォーム
513,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 43）,説明不足,一般利用者,Webフォーム
514,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 43）,説明不足,市民団体,紙提出
515,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 43）,手続き懸念,地域団体,説明会
516,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 43）,代替案提案,一般利用者,Webフォーム
517,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 44）,条件付き賛成,一般利用者,Webフォーム
518,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 44）,賛成,一般利用者,紙提出
519,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 44）,反対,市民団体,Webフォーム
520,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 44）,条件付き賛成,地域団体,説明会
521,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 44）,反対,子育て団体,Webフォーム
522,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 44）,反対,自治会,紙提出
523,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 44）,条件付き賛成,高齢者団体,説明会
524,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 44）,条件付き賛成,支援団体,Webフォーム
525,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 44）,説明不足,一般利用者,Webフォーム
526,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 44）,説明不足,市民団体,紙提出
527,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 44）,手続き懸念,地域団体,説明会
528,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 44）,代替案提案,一般利用者,Webフォーム
529,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 45）,条件付き賛成,一般利用者,Webフォーム
530,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 45）,賛成,一般利用者,紙提出
531,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 45）,反対,市民団体,Webフォーム
532,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 45）,条件付き賛成,地域団体,説明会
533,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 45）,反対,子育て団体,Webフォーム
534,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 45）,反対,自治会,紙提出
535,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 45）,条件付き賛成,高齢者団体,説明会
536,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 45）,条件付き賛成,支援団体,Webフォーム
537,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 45）,説明不足,一般利用者,Webフォーム
538,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 45）,説明不足,市民団体,紙提出
539,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 45）,手続き懸念,地域団体,説明会
540,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 45）,代替案提案,一般利用者,Webフォーム
541,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 46）,条件付き賛成,一般利用者,Webフォーム
542,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 46）,賛成,一般利用者,紙提出
543,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 46）,反対,市民団体,Webフォーム
544,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 46）,条件付き賛成,地域団体,説明会
545,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 46）,反対,子育て団体,Webフォーム
546,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 46）,反対,自治会,紙提出
547,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 46）,条件付き賛成,高齢者団体,説明会
548,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 46）,条件付き賛成,支援団体,Webフォーム
549,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 46）,説明不足,一般利用者,Webフォーム
550,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 46）,説明不足,市民団体,紙提出
551,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 46）,手続き懸念,地域団体,説明会
552,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 46）,代替案提案,一般利用者,Webフォーム
553,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 47）,条件付き賛成,一般利用者,Webフォーム
554,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 47）,賛成,一般利用者,紙提出
555,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 47）,反対,市民団体,Webフォーム
556,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 47）,条件付き賛成,地域団体,説明会
557,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 47）,反対,子育て団体,Webフォーム
558,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 47）,反対,自治会,紙提出
559,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 47）,条件付き賛成,高齢者団体,説明会
560,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 47）,条件付き賛成,支援団体,Webフォーム
561,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 47）,説明不足,一般利用者,Webフォーム
562,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 47）,説明不足,市民団体,紙提出
563,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 47）,手続き懸念,地域団体,説明会
564,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 47）,代替案提案,一般利用者,Webフォーム
565,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 48）,条件付き賛成,一般利用者,Webフォーム
566,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 48）,賛成,一般利用者,紙提出
567,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 48）,反対,市民団体,Webフォーム
568,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 48）,条件付き賛成,地域団体,説明会
569,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 48）,反対,子育て団体,Webフォーム
570,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 48）,反対,自治会,紙提出
571,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 48）,条件付き賛成,高齢者団体,説明会
572,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 48）,条件付き賛成,支援団体,Webフォーム
573,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 48）,説明不足,一般利用者,Webフォーム
574,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 48）,説明不足,市民団体,紙提出
575,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 48）,手続き懸念,地域団体,説明会
576,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 48）,代替案提案,一般利用者,Webフォーム
577,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 49）,条件付き賛成,一般利用者,Webフォーム
578,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 49）,賛成,一般利用者,紙提出
579,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 49）,反対,市民団体,Webフォーム
580,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 49）,条件付き賛成,地域団体,説明会
581,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 49）,反対,子育て団体,Webフォーム
582,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 49）,反対,自治会,紙提出
583,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 49）,条件付き賛成,高齢者団体,説明会
584,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 49）,条件付き賛成,支援団体,Webフォーム
585,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 49）,説明不足,一般利用者,Webフォーム
586,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 49）,説明不足,市民団体,紙提出
587,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 49）,手続き懸念,地域団体,説明会
588,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 49）,代替案提案,一般利用者,Webフォーム
589,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 50）,条件付き賛成,一般利用者,Webフォーム
590,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 50）,賛成,一般利用者,紙提出
591,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 50）,反対,市民団体,Webフォーム
592,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 50）,条件付き賛成,地域団体,説明会
593,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 50）,反対,子育て団体,Webフォーム
594,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 50）,反対,自治会,紙提出
595,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 50）,条件付き賛成,高齢者団体,説明会
596,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 50）,条件付き賛成,支援団体,Webフォーム
597,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 50）,説明不足,一般利用者,Webフォーム
598,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 50）,説明不足,市民団体,紙提出
599,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 50）,手続き懸念,地域団体,説明会
600,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 50）,代替案提案,一般利用者,Webフォーム
601,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 51）,条件付き賛成,一般利用者,Webフォーム
602,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 51）,賛成,一般利用者,紙提出
603,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 51）,反対,市民団体,Webフォーム
604,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 51）,条件付き賛成,地域団体,説明会
605,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 51）,反対,子育て団体,Webフォーム
606,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 51）,反対,自治会,紙提出
607,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 51）,条件付き賛成,高齢者団体,説明会
608,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 51）,条件付き賛成,支援団体,Webフォーム
609,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 51）,説明不足,一般利用者,Webフォーム
610,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 51）,説明不足,市民団体,紙提出
611,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 51）,手続き懸念,地域団体,説明会
612,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 51）,代替案提案,一般利用者,Webフォーム
613,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 52）,条件付き賛成,一般利用者,Webフォーム
614,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 52）,賛成,一般利用者,紙提出
615,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 52）,反対,市民団体,Webフォーム
616,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 52）,条件付き賛成,地域団体,説明会
617,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 52）,反対,子育て団体,Webフォーム
618,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 52）,反対,自治会,紙提出
619,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 52）,条件付き賛成,高齢者団体,説明会
620,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 52）,条件付き賛成,支援団体,Webフォーム
621,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 52）,説明不足,一般利用者,Webフォーム
622,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 52）,説明不足,市民団体,紙提出
623,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 52）,手続き懸念,地域団体,説明会
624,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 52）,代替案提案,一般利用者,Webフォーム
625,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 53）,条件付き賛成,一般利用者,Webフォーム
626,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 53）,賛成,一般利用者,紙提出
627,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 53）,反対,市民団体,Webフォーム
628,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 53）,条件付き賛成,地域団体,説明会
629,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 53）,反対,子育て団体,Webフォーム
630,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 53）,反対,自治会,紙提出
631,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 53）,条件付き賛成,高齢者団体,説明会
632,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 53）,条件付き賛成,支援団体,Webフォーム
633,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 53）,説明不足,一般利用者,Webフォーム
634,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 53）,説明不足,市民団体,紙提出
635,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 53）,手続き懸念,地域団体,説明会
636,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 53）,代替案提案,一般利用者,Webフォーム
637,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 54）,条件付き賛成,一般利用者,Webフォーム
638,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 54）,賛成,一般利用者,紙提出
639,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 54）,反対,市民団体,Webフォーム
640,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 54）,条件付き賛成,地域団体,説明会
641,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 54）,反対,子育て団体,Webフォーム
642,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 54）,反対,自治会,紙提出
643,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 54）,条件付き賛成,高齢者団体,説明会
644,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 54）,条件付き賛成,支援団体,Webフォーム
645,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 54）,説明不足,一般利用者,Webフォーム
646,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 54）,説明不足,市民団体,紙提出
647,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 54）,手続き懸念,地域団体,説明会
648,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 54）,代替案提案,一般利用者,Webフォーム
649,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 55）,条件付き賛成,一般利用者,Webフォーム
650,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 55）,賛成,一般利用者,紙提出
651,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 55）,反対,市民団体,Webフォーム
652,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 55）,条件付き賛成,地域団体,説明会
653,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 55）,反対,子育て団体,Webフォーム
654,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 55）,反対,自治会,紙提出
655,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 55）,条件付き賛成,高齢者団体,説明会
656,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 55）,条件付き賛成,支援団体,Webフォーム
657,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 55）,説明不足,一般利用者,Webフォーム
658,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 55）,説明不足,市民団体,紙提出
659,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 55）,手続き懸念,地域団体,説明会
660,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 55）,代替案提案,一般利用者,Webフォーム
661,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 56）,条件付き賛成,一般利用者,Webフォーム
662,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 56）,賛成,一般利用者,紙提出
663,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 56）,反対,市民団体,Webフォーム
664,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 56）,条件付き賛成,地域団体,説明会
665,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 56）,反対,子育て団体,Webフォーム
666,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 56）,反対,自治会,紙提出
667,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 56）,条件付き賛成,高齢者団体,説明会
668,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 56）,条件付き賛成,支援団体,Webフォーム
669,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 56）,説明不足,一般利用者,Webフォーム
670,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 56）,説明不足,市民団体,紙提出
671,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 56）,手続き懸念,地域団体,説明会
672,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 56）,代替案提案,一般利用者,Webフォーム
673,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 57）,条件付き賛成,一般利用者,Webフォーム
674,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 57）,賛成,一般利用者,紙提出
675,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 57）,反対,市民団体,Webフォーム
676,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 57）,条件付き賛成,地域団体,説明会
677,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 57）,反対,子育て団体,Webフォーム
678,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 57）,反対,自治会,紙提出
679,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 57）,条件付き賛成,高齢者団体,説明会
680,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 57）,条件付き賛成,支援団体,Webフォーム
681,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 57）,説明不足,一般利用者,Webフォーム
682,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 57）,説明不足,市民団体,紙提出
683,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 57）,手続き懸念,地域団体,説明会
684,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 57）,代替案提案,一般利用者,Webフォーム
685,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 58）,条件付き賛成,一般利用者,Webフォーム
686,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 58）,賛成,一般利用者,紙提出
687,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 58）,反対,市民団体,Webフォーム
688,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 58）,条件付き賛成,地域団体,説明会
689,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 58）,反対,子育て団体,Webフォーム
690,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 58）,反対,自治会,紙提出
691,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 58）,条件付き賛成,高齢者団体,説明会
692,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 58）,条件付き賛成,支援団体,Webフォーム
693,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 58）,説明不足,一般利用者,Webフォーム
694,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 58）,説明不足,市民団体,紙提出
695,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 58）,手続き懸念,地域団体,説明会
696,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 58）,代替案提案,一般利用者,Webフォーム
697,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 59）,条件付き賛成,一般利用者,Webフォーム
698,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 59）,賛成,一般利用者,紙提出
699,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 59）,反対,市民団体,Webフォーム
700,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 59）,条件付き賛成,地域団体,説明会
701,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 59）,反対,子育て団体,Webフォーム
702,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 59）,反対,自治会,紙提出
703,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 59）,条件付き賛成,高齢者団体,説明会
704,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 59）,条件付き賛成,支援団体,Webフォーム
705,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 59）,説明不足,一般利用者,Webフォーム
706,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 59）,説明不足,市民団体,紙提出
707,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 59）,手続き懸念,地域団体,説明会
708,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 59）,代替案提案,一般利用者,Webフォーム
