id,comment,area,age_group
559,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 47）,東部,50代
560,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 47）,北部,60代
561,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 47）,南部,30代
562,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 47）,西部,40代
563,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 47）,中央,50代
564,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 47）,東部,20代
565,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 48）,北部,70代以上
566,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 48）,西部,60代
567,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 48）,東部,10代
568,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 48）,中央,10代
569,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 48）,南部,40代
570,夕方の便が少なく、駅前で長く待つことになります。（同種意見 48）,中央,30代
571,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 48）,東部,50代
572,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 48）,北部,60代
573,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 48）,南部,30代
574,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 48）,西部,40代
575,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 48）,中央,50代
576,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 48）,東部,20代
577,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 49）,北部,70代以上
578,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 49）,西部,60代
579,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 49）,東部,10代
580,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 49）,中央,10代
581,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 49）,南部,40代
582,夕方の便が少なく、駅前で長く待つことになります。（同種意見 49）,中央,30代
583,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 49）,東部,50代
584,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 49）,北部,60代
585,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 49）,南部,30代
586,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 49）,西部,40代
587,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 49）,中央,50代
588,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 49）,東部,20代
589,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 50）,北部,70代以上
590,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 50）,西部,60代
591,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 50）,東部,10代
592,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 50）,中央,10代
593,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 50）,南部,40代
594,夕方の便が少なく、駅前で長く待つことになります。（同種意見 50）,中央,30代
595,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 50）,東部,50代
596,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 50）,北部,60代
597,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 50）,南部,30代
598,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 50）,西部,40代
599,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 50）,中央,50代
600,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 50）,東部,20代
601,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 51）,北部,70代以上
602,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 51）,西部,60代
603,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 51）,東部,10代
604,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 51）,中央,10代
605,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 51）,南部,40代
606,夕方の便が少なく、駅前で長く待つことになります。（同種意見 51）,中央,30代
607,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 51）,東部,50代
608,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 51）,北部,60代
609,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 51）,南部,30代
610,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 51）,西部,40代
611,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 51）,中央,50代
612,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 51）,東部,20代
613,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 52）,北部,70代以上
614,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 52）,西部,60代
615,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 52）,東部,10代
616,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 52）,中央,10代
617,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 52）,南部,40代
618,夕方の便が少なく、駅前で長く待つことになります。（同種意見 52）,中央,30代
619,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 52）,東部,50代
620,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 52）,北部,60代
621,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 52）,南部,30代
622,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 52）,西部,40代
623,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 52）,中央,50代
624,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 52）,東部,20代
625,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 53）,北部,70代以上
626,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 53）,西部,60代
627,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 53）,東部,10代
628,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 53）,中央,10代
629,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 53）,南部,40代
630,夕方の便が少なく、駅前で長く待つことになります。（同種意見 53）,中央,30代
631,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 53）,東部,50代
632,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 53）,北部,60代
633,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 53）,南部,30代
634,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 53）,西部,40代
635,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 53）,中央,50代
636,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 53）,東部,20代
637,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 54）,北部,70代以上
638,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 54）,西部,60代
639,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 54）,東部,10代
640,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 54）,中央,10代
641,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 54）,南部,40代
642,夕方の便が少なく、駅前で長く待つことになります。（同種意見 54）,中央,30代
643,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 54）,東部,50代
644,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 54）,北部,60代
645,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 54）,南部,30代
646,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 54）,西部,40代
647,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 54）,中央,50代
648,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 54）,東部,20代
649,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 55）,北部,70代以上
650,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 55）,西部,60代
651,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 55）,東部,10代
652,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 55）,中央,10代
653,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 55）,南部,40代
654,夕方の便が少なく、駅前で長く待つことになります。（同種意見 55）,中央,30代
655,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 55）,東部,50代
656,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 55）,北部,60代
657,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 55）,南部,30代
658,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 55）,西部,40代
659,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 55）,中央,50代
660,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 55）,東部,20代
661,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 56）,北部,70代以上
662,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 56）,西部,60代
663,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 56）,東部,10代
664,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 56）,中央,10代
665,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 56）,南部,40代
666,夕方の便が少なく、駅前で長く待つことになります。（同種意見 56）,中央,30代
667,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 56）,東部,50代
668,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 56）,北部,60代
669,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 56）,南部,30代
670,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 56）,西部,40代
671,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 56）,中央,50代
672,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 56）,東部,20代
673,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 57）,北部,70代以上
674,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 57）,西部,60代
675,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 57）,東部,10代
676,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 57）,中央,10代
677,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 57）,南部,40代
678,夕方の便が少なく、駅前で長く待つことになります。（同種意見 57）,中央,30代
679,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 57）,東部,50代
680,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 57）,北部,60代
681,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 57）,南部,30代
682,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 57）,西部,40代
683,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 57）,中央,50代
684,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 57）,東部,20代
685,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 58）,北部,70代以上
686,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 58）,西部,60代
687,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 58）,東部,10代
688,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 58）,中央,10代
689,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 58）,南部,40代
690,夕方の便が少なく、駅前で長く待つことになります。（同種意見 58）,中央,30代
691,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 58）,東部,50代
692,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 58）,北部,60代
693,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 58）,南部,30代
694,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 58）,西部,40代
695,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 58）,中央,50代
696,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 58）,東部,20代
697,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 59）,北部,70代以上
698,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 59）,西部,60代
699,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 59）,東部,10代
700,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 59）,中央,10代
701,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 59）,南部,40代
702,夕方の便が少なく、駅前で長く待つことになります。（同種意見 59）,中央,30代
703,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 59）,東部,50代
704,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 59）,北部,60代
705,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 59）,南部,30代
706,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 59）,西部,40代
707,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 59）,中央,50代
708,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 59）,東部,20代
709,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 60）,北部,70代以上
710,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 60）,西部,60代
711,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 60）,東部,10代
712,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 60）,中央,10代
713,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 60）,南部,40代
714,夕方の便が少なく、駅前で長く待つことになります。（同種意見 60）,中央,30代
715,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 60）,東部,50代
716,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 60）,北部,60代
717,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 60）,南部,30代
718,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 60）,西部,40代
719,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 60）,中央,50代
720,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 60）,東部,20代
721,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 61）,北部,70代以上
722,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 61）,西部,60代
723,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 61）,東部,10代
724,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 61）,中央,10代
725,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 61）,南部,40代
726,夕方の便が少なく、駅前で長く待つことになります。（同種意見 61）,中央,30代
727,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 61）,東部,50代
728,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 61）,北部,60代
729,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 61）,南部,30代
730,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 61）,西部,40代
731,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 61）,中央,50代
732,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 61）,東部,20代
733,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 62）,北部,70代以上
734,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 62）,西部,60代
735,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 62）,東部,10代
736,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 62）,中央,10代
737,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 62）,南部,40代
738,夕方の便が少なく、駅前で長く待つことになります。（同種意見 62）,中央,30代
739,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 62）,東部,50代
740,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 62）,北部,60代
741,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 62）,南部,30代
742,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 62）,西部,40代
743,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 62）,中央,50代
744,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 62）,東部,20代
745,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 63）,北部,70代以上
746,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 63）,西部,60代
747,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 63）,東部,10代
748,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 63）,中央,10代
749,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 63）,南部,40代
750,夕方の便が少なく、駅前で長く待つことになります。（同種意見 63）,中央,30代
751,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 63）,東部,50代
752,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 63）,北部,60代
753,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 63）,南部,30代
754,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 63）,西部,40代
755,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 63）,中央,50代
756,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 63）,東部,20代
757,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 64）,北部,70代以上
758,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 64）,西部,60代
759,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 64）,東部,10代
760,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 64）,中央,10代
761,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 64）,南部,40代
762,夕方の便が少なく、駅前で長く待つことになります。（同種意見 64）,中央,30代
763,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 64）,東部,50代
764,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 64）,北部,60代
765,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 64）,南部,30代
766,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 64）,西部,40代
767,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 64）,中央,50代
768,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 64）,東部,20代
769,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 65）,北部,70代以上
770,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 65）,西部,60代
771,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 65）,東部,10代
772,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 65）,中央,10代
773,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 65）,南部,40代
774,夕方の便が少なく、駅前で長く待つことになります。（同種意見 65）,中央,30代
775,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 65）,東部,50代
776,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 65）,北部,60代
777,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 65）,南部,30代
778,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 65）,西部,40代
779,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 65）,中央,50代
780,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 65）,東部,20代
781,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 66）,北部,70代以上
782,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 66）,西部,60代
783,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 66）,東部,10代
784,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 66）,中央,10代
785,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 66）,南部,40代
786,夕方の便が少なく、駅前で長く待つことになります。（同種意見 66）,中央,30代
787,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 66）,東部,50代
788,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 66）,北部,60代
789,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 66）,南部,30代
790,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 66）,西部,40代
791,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 66）,中央,50代
792,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 66）,東部,20代
793,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 67）,北部,70代以上
794,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 67）,西部,60代
795,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 67）,東部,10代
796,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 67）,中央,10代
797,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 67）,南部,40代
798,夕方の便が少なく、駅前で長く待つことになります。（同種意見 67）,中央,30代
799,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 67）,東部,50代
800,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 67）,北部,60代
801,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 67）,南部,30代
802,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 67）,西部,40代
803,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 67）,中央,50代
804,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 67）,東部,20代
805,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 68）,北部,70代以上
806,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 68）,西部,60代
807,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 68）,東部,10代
808,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 68）,中央,10代
809,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 68）,南部,40代
810,夕方の便が少なく、駅前で長く待つことになります。（同種意見 68）,中央,30代
811,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 68）,東部,50代
812,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 68）,北部,60代
813,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 68）,南部,30代
814,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 68）,西部,40代
815,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 68）,中央,50代
816,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 68）,東部,20代
817,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 69）,北部,70代以上
818,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 69）,西部,60代
819,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 69）,東部,10代
820,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 69）,中央,10代
821,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 69）,南部,40代
822,夕方の便が少なく、駅前で長く待つことになります。（同種意見 69）,中央,30代
823,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 69）,東部,50代
824,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 69）,北部,60代
825,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 69）,南部,30代
826,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 69）,西部,40代
827,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 69）,中央,50代
828,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 69）,東部,20代
829,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 70）,北部,70代以上
830,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 70）,西部,60代
831,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 70）,東部,10代
832,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 70）,中央,10代
833,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 70）,南部,40代
834,夕方の便が少なく、駅前で長く待つことになります。（同種意見 70）,中央,30代
835,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 70）,東部,50代
836,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 70）,北部,60代
